source,outliers,preprocessing,weight,oob,accuracy,r2,chi2prob,model_id
img_raw_raw.csv,clip,standard,posterior,0.0336559612846458,0.533333333333333,-0.00158524326877751,3.99287259863921e-48,8fce2dc4-b355-403f-97c5-4bd9c2a1643b
img_indices_only.csv,no_treatment,robust,no_treatment,0.0262708244340026,0.275,0.0119375428284637,1,483b55a0-1080-42b3-8bff-eebdecc73aa3
img_indices_only.csv,no_treatment,robust,balanced,0.0291936978683967,0.316666666666667,0.0110185266112852,1,5e9fb4ec-efaa-42db-90d4-a5a979f7fa6c
img_indices_only.csv,no_treatment,robust,posterior,0.0323290081372333,0.183333333333333,0.00919115143359028,0.999999999996245,79098a70-45fc-4bcb-bc39-a8376d041b35
img_indices_only.csv,no_treatment,min_max,no_treatment,0.0262708244340026,0.525,0.0218190581152167,3.65633616694605e-98,1c21769d-8113-41f4-b665-09b36935cae1
img_indices_only.csv,no_treatment,min_max,balanced,0.0291936978683967,0.55,0.0062970899669138,1.76103289018916e-19,e365cde0-a2fc-4339-b313-b51ad189b4bf
img_indices_only.csv,no_treatment,min_max,posterior,0.0323290081372333,0.516666666666667,0.00393329755218919,3.66042673262741e-42,24b42744-4c14-4ee3-ac6b-c4fa1dbac84f
img_indices_only.csv,no_treatment,no_treatment,no_treatment,0.0262708244340026,1,0.045105514528521,1.02280353953325e-225,6ff0a02d-c0ce-4a36-9718-e4372ab196d6
img_indices_only.csv,no_treatment,no_treatment,balanced,0.0291936978683967,1,0.08984209411135,9.47286476840543e-286,8a808b93-c640-4eeb-af62-8f2f7547fe4d
img_indices_only.csv,no_treatment,no_treatment,posterior,0.0323290081372333,1,0.0454739066977259,9.65233422406355e-204,f5500ffa-74e2-42d9-a440-27963ed6d484
img_indices_only.csv,no_treatment,standard,no_treatment,0.0262708244340026,0.508333333333333,-3.4185129142994e-05,3.74634835831696e-62,af26440b-0ed5-4d8f-b40b-8724639f4735
img_indices_only.csv,no_treatment,standard,balanced,0.0291936978683967,0.491666666666667,-0.00144586084747078,8.66297415346802e-47,813a0f5b-9b1d-4a85-9964-85bda4aa96a1
img_indices_only.csv,no_treatment,standard,posterior,0.0323290081372333,0.466666666666667,-0.00118609763392197,2.35075807476914e-52,93338bab-56f0-407d-804c-c2138523d3e8
img_indices_only.csv,clip,robust,no_treatment,0.0262708244340026,0.275,0.0119375428284637,1,44d042dc-d6cc-4e15-9235-763730625dfe
img_indices_only.csv,clip,robust,balanced,0.0291936978683967,0.316666666666667,0.0110185266112852,1,0b43c40a-e25d-4ca7-8946-72e9b188919b
img_indices_only.csv,clip,robust,posterior,0.0323290081372333,0.183333333333333,0.00919115143359028,0.999999999996245,79e7bcf5-edd7-47e6-8d8d-f82cb093e8e1
img_indices_only.csv,clip,min_max,no_treatment,0.0262708244340026,0.525,0.0218190581152167,3.65633616694605e-98,d12f779b-e22e-4a27-a0f4-d2d1dad81e8d
img_indices_only.csv,clip,min_max,balanced,0.0291936978683967,0.55,0.0062970899669138,1.76103289018916e-19,25adf8cd-fda0-4e77-8ced-daa4902fcc23
img_indices_only.csv,clip,min_max,posterior,0.0323290081372333,0.516666666666667,0.00393329755218919,3.66042673262741e-42,7c5ec714-6515-4229-9460-e5628483f152
img_indices_only.csv,clip,no_treatment,no_treatment,0.0262708244340026,1,0.045105514528521,1.02280353953325e-225,6b264598-b0af-4717-a711-6112cba0275d
img_indices_only.csv,clip,no_treatment,balanced,0.0291936978683967,1,0.08984209411135,9.47286476840543e-286,bd73ee2e-dc10-47e3-ac67-4c30c3edd514
img_indices_only.csv,clip,no_treatment,posterior,0.0323290081372333,1,0.0454739066977259,9.65233422406355e-204,ac866712-5404-416f-a753-05023c02adb1
img_indices_only.csv,clip,standard,no_treatment,0.0262708244340026,0.508333333333333,-3.4185129142994e-05,3.74634835831696e-62,5b794420-2fba-48b1-8f51-0324bf1f1d7c
img_indices_only.csv,clip,standard,balanced,0.0291936978683967,0.491666666666667,-0.00144586084747078,8.66297415346802e-47,3d13a637-ae8f-45ac-9d42-c996ac7d7f46
img_indices_only.csv,clip,standard,posterior,0.0323290081372333,0.466666666666667,-0.00118609763392197,2.35075807476914e-52,51348fae-4acf-407e-8035-5a6e2e2156ab
grd_raw_raw.csv,no_treatment,robust,no_treatment,0.145941921072226,0.366666666666667,0.0769486269304638,0,ed693ecc-9878-4d08-91f4-6f033dd9a079
grd_raw_raw.csv,no_treatment,robust,balanced,0.194486983154671,0.45,0.129177873459419,0,2fb54b56-9fd0-4d77-98e2-6ead27f8ea09
grd_raw_raw.csv,no_treatment,robust,posterior,0.409509202453988,0.316666666666667,0.00778473212348041,2.07653314619185e-144,8ebd63f4-5964-413f-b1a6-2b1cc43b4d87
img_indices_only.csv,no_treatment,robust,no_treatment,0.0262708244340026,0.275,0.0119375428284637,1,2f8e0ce2-bd93-4da6-8e46-4d9a701e9c7b
img_indices_only.csv,no_treatment,robust,balanced,0.0291936978683967,0.316666666666667,0.0110185266112852,1,f96abc6d-735b-4525-86ac-60cc6236c960
img_indices_only.csv,no_treatment,robust,posterior,0.0323290081372333,0.183333333333333,0.00919115143359028,0.999999999996245,b51547d0-c783-4ed0-9edb-497574068920
img_indices_only.csv,no_treatment,min_max,no_treatment,0.0262708244340026,0.525,0.0218190581152167,3.65633616694605e-98,2568b229-363e-4540-b211-a7a75d4b51b6
img_indices_only.csv,no_treatment,min_max,balanced,0.0291936978683967,0.55,0.0062970899669138,1.76103289018916e-19,aa51d9fe-29cb-41e1-92cf-c43a4c21deec
img_indices_only.csv,no_treatment,min_max,posterior,0.0323290081372333,0.516666666666667,0.00393329755218919,3.66042673262741e-42,f84db32f-0376-4a6f-8d1b-53bbb9cbcde8
img_indices_only.csv,no_treatment,no_treatment,no_treatment,0.0262708244340026,1,0.045105514528521,1.02280353953325e-225,8b271ba8-2bdd-4d7c-a103-7ff726299538
img_indices_only.csv,no_treatment,no_treatment,balanced,0.0291936978683967,1,0.08984209411135,9.47286476840543e-286,764b362f-6931-4f49-ad87-20167eda7f0f
img_indices_only.csv,no_treatment,no_treatment,posterior,0.0323290081372333,1,0.0454739066977259,9.65233422406355e-204,7c6d313a-f82e-4b77-91dd-c5bd634ebba9
img_indices_only.csv,no_treatment,standard,no_treatment,0.0262708244340026,0.508333333333333,-3.4185129142994e-05,3.74634835831696e-62,a679fe9c-f5d5-4935-9b30-e8f9b2ebb6db
img_indices_only.csv,no_treatment,standard,balanced,0.0291936978683967,0.491666666666667,-0.00144586084747078,8.66297415346802e-47,b1ec956d-33a6-4ad5-a824-220377641887
img_indices_only.csv,no_treatment,standard,posterior,0.0323290081372333,0.466666666666667,-0.00118609763392197,2.35075807476914e-52,d8ef31dd-06bf-49b5-b580-fe8fe2c86d9c
img_indices_only.csv,clip,robust,no_treatment,0.0262708244340026,0.275,0.0119375428284637,1,3dfd0f17-d9b1-4b29-adbd-e0804b5268c1
img_indices_only.csv,clip,robust,balanced,0.0291936978683967,0.316666666666667,0.0110185266112852,1,254a7b7a-00bb-4cce-a20c-45a1fa64a858
img_indices_only.csv,clip,robust,posterior,0.0323290081372333,0.183333333333333,0.00919115143359028,0.999999999996245,00a58a63-c053-42dc-b2ec-7f42a1423ba4
img_indices_only.csv,clip,min_max,no_treatment,0.0262708244340026,0.525,0.0218190581152167,3.65633616694605e-98,6b5efdb6-ec22-479c-8da5-1970b702ba24
img_indices_only.csv,clip,min_max,balanced,0.0291936978683967,0.55,0.0062970899669138,1.76103289018916e-19,edb4bd01-c302-4f8b-91ab-8a4ede5ab61c
img_indices_only.csv,clip,min_max,posterior,0.0323290081372333,0.516666666666667,0.00393329755218919,3.66042673262741e-42,59190e57-3cf4-4150-90da-2dc57dd813bd
img_indices_only.csv,clip,no_treatment,no_treatment,0.0262708244340026,1,0.045105514528521,1.02280353953325e-225,0347e4f1-db40-4a8f-b9d7-9829adff20f8
img_indices_only.csv,clip,no_treatment,balanced,0.0291936978683967,1,0.08984209411135,9.47286476840543e-286,d1f9a169-d7a5-4366-92e6-46eb3977de1c
img_indices_only.csv,clip,no_treatment,posterior,0.0323290081372333,1,0.0454739066977259,9.65233422406355e-204,4c2f65a1-dbfe-49d2-b5be-375d2c40648f
img_indices_only.csv,clip,standard,no_treatment,0.0262708244340026,0.508333333333333,-3.4185129142994e-05,3.74634835831696e-62,91ad51fd-cfa4-433c-a64d-4436b56931a4
img_indices_only.csv,clip,standard,balanced,0.0291936978683967,0.491666666666667,-0.00144586084747078,8.66297415346802e-47,9e6de034-b63d-40a4-8512-bab3b6f64ed7
img_indices_only.csv,clip,standard,posterior,0.0323290081372333,0.466666666666667,-0.00118609763392197,2.35075807476914e-52,753b3413-255c-461d-a4a4-72fc44d8582a
grd_raw_corrected.csv,no_treatment,robust,no_treatment,0.154132539091586,0.366666666666667,0.0795521965976251,0,d0ef9a1e-3adc-4775-974e-5c4c8545406d
grd_raw_corrected.csv,no_treatment,robust,balanced,0.203675344563553,0.416666666666667,0.177161645514164,0,23e98b08-c63c-49c2-9d9d-c29c680a21da
grd_raw_corrected.csv,no_treatment,robust,posterior,0.415644171779141,0.316666666666667,0.0576945540420799,2.71727241575082e-219,d2d964b4-fccb-431c-ad05-7f6f81d93167
grd_raw_corrected.csv,no_treatment,min_max,no_treatment,0.154132539091586,0.358333333333333,0.0180811706704461,4.5337028508726e-284,ea121b72-cd83-4622-b89b-f19e5c77d4ce
grd_raw_corrected.csv,no_treatment,min_max,balanced,0.203675344563553,0.416666666666667,0.00966914245916972,0,39954708-bb4f-4884-b612-d232e4790c23
grd_raw_corrected.csv,no_treatment,min_max,posterior,0.415644171779141,0.391666666666667,0.00723643714798694,2.43759536365497e-98,2405acbe-7811-4a5e-b741-db4ec2ffe6c3
grd_raw_corrected.csv,no_treatment,no_treatment,no_treatment,0.154132539091586,0.3,0.186713258712474,0,541ffcab-a1cd-47a1-863b-c25c4e353f5f
grd_raw_corrected.csv,no_treatment,no_treatment,balanced,0.203675344563553,0.316666666666667,0.32608124280425,0,89b0118e-c56b-4029-a171-7cb2d57721bc
grd_raw_corrected.csv,no_treatment,no_treatment,posterior,0.415644171779141,0.3,0.184579096674336,0,cf5ef455-41ce-42e2-aaa0-f512bb8326fd
grd_raw_corrected.csv,no_treatment,standard,no_treatment,0.154132539091586,0.458333333333333,0.0277468950334571,0,8750494a-c216-4bc5-8be0-a7213e954285
grd_raw_corrected.csv,no_treatment,standard,balanced,0.203675344563553,0.416666666666667,0.0854973189230502,0,8016fb01-1e3a-4d7e-9bc2-0b7660b4d229
grd_raw_corrected.csv,no_treatment,standard,posterior,0.415644171779141,0.341666666666667,0.00807167458283542,1.61584928413814e-211,3c7645a0-2228-4fac-a4be-34db30006654
grd_raw_corrected.csv,clip,robust,no_treatment,0.154132539091586,0.366666666666667,0.0795521965976251,0,9872674e-0c2e-4c95-83cc-079dff84394a
grd_raw_corrected.csv,clip,robust,balanced,0.203675344563553,0.416666666666667,0.177161645514164,0,8c3caf0a-1f87-4188-ada9-0de82d4eca4d
grd_raw_corrected.csv,clip,robust,posterior,0.415644171779141,0.316666666666667,0.0576945540420799,2.71727241575082e-219,fa1c2881-19b5-4b90-82b3-e1cef4097100
grd_raw_corrected.csv,clip,min_max,no_treatment,0.154132539091586,0.358333333333333,0.0180811706704461,4.5337028508726e-284,35ff40bf-678e-45a3-8010-8ea0ee30a22f
grd_raw_corrected.csv,clip,min_max,balanced,0.203675344563553,0.416666666666667,0.00966914245916972,0,dd132e77-20a1-4b28-8d11-cd9656eeee6a
grd_raw_corrected.csv,clip,min_max,posterior,0.415644171779141,0.391666666666667,0.00723643714798694,2.43759536365497e-98,9f8b4d35-4308-49d7-8119-5752e4fd4486
grd_raw_corrected.csv,clip,no_treatment,no_treatment,0.154132539091586,0.3,0.186713258712474,0,a8a6937f-528e-43aa-8378-46d166dce82a
grd_raw_corrected.csv,clip,no_treatment,balanced,0.203675344563553,0.316666666666667,0.32608124280425,0,14a0f009-b679-4e1f-99e7-400d1e9eccf3
grd_raw_corrected.csv,clip,no_treatment,posterior,0.415644171779141,0.3,0.184579096674336,0,b557b1a2-7d84-48b6-805d-ce83b08b8991
grd_raw_corrected.csv,clip,standard,no_treatment,0.154132539091586,0.458333333333333,0.0277468950334571,0,c3bf9158-01ae-43d5-b687-23d5a4a63922
grd_raw_corrected.csv,clip,standard,balanced,0.203675344563553,0.416666666666667,0.0854973189230502,0,a6f58a62-63fa-447b-bf10-8e35719e5cb2
grd_raw_corrected.csv,clip,standard,posterior,0.415644171779141,0.341666666666667,0.00807167458283542,1.61584928413814e-211,b6863514-1356-4524-aacc-b960e42312d8
grd_indices_only.csv,no_treatment,robust,no_treatment,0.145197319434103,0.375,0.0442844133746009,0,facc9a46-1f8a-43a9-a0f8-442b93a4215d
grd_indices_only.csv,no_treatment,robust,balanced,0.188361408882083,0.441666666666667,0.0659868447468996,0,a631d562-4e16-43d4-83eb-cf714e3869be
grd_indices_only.csv,no_treatment,robust,posterior,0.407975460122699,0.308333333333333,0.00443147398679389,1.39708279371902e-124,85a40492-4e06-4f2c-b609-1f49fcb38ce7
grd_indices_only.csv,no_treatment,min_max,no_treatment,0.145197319434103,0.183333333333333,0.000307748763344051,9.9746682575887e-73,2d532ba7-bcea-49b4-882c-8f1733eba37b
grd_indices_only.csv,no_treatment,min_max,balanced,0.188361408882083,0.191666666666667,0.0357527599651228,0,50d169f1-5431-43e1-99d3-85b901d949ed
grd_indices_only.csv,no_treatment,min_max,posterior,0.407975460122699,0.125,0.00846450631776241,7.18645225440098e-46,b4814336-95ed-4e0f-8948-6458888c7c5d
grd_indices_only.csv,no_treatment,no_treatment,no_treatment,0.145197319434103,0.391666666666667,0.264128622440243,0,ae29a6e3-79ae-4f84-b085-486e7c38cf73
grd_indices_only.csv,no_treatment,no_treatment,balanced,0.188361408882083,0.375,0.0858475314906139,0,c3e0ef87-1b46-41ed-8b25-e087dbade9cb
grd_indices_only.csv,no_treatment,no_treatment,posterior,0.407975460122699,0.316666666666667,0.0834118468033545,0,49abfc5f-1d12-4cb7-904d-e0a596f7d396
grd_indices_only.csv,no_treatment,standard,no_treatment,0.145197319434103,0.4,0.0416254314345635,0,29fd2269-1533-4ba6-b3f4-63db945e65f6
grd_indices_only.csv,no_treatment,standard,balanced,0.188361408882083,0.441666666666667,0.0635216988060481,0,54e63ada-6ed6-4216-9d27-92340885d972
grd_indices_only.csv,no_treatment,standard,posterior,0.407975460122699,0.25,0.00474933661834576,5.17301859705195e-199,f4d8d599-5446-43f1-b419-c96ce1c3b8c6
grd_indices_only.csv,clip,robust,no_treatment,0.145197319434103,0.375,0.0442844133746009,0,a1e17082-0974-46a5-b0b2-f021837a80b9
grd_indices_only.csv,clip,robust,balanced,0.188361408882083,0.441666666666667,0.0659868447468996,0,2b4000e9-6c8b-48c9-8dad-bf4a11167895
grd_indices_only.csv,clip,robust,posterior,0.407975460122699,0.308333333333333,0.00443147398679389,1.39708279371902e-124,9993b61e-428d-4d32-928d-3f138ed374eb
grd_indices_only.csv,clip,min_max,no_treatment,0.145197319434103,0.183333333333333,0.000307748763344051,9.9746682575887e-73,89877539-f7c9-4249-b111-2c0805b27887
grd_indices_only.csv,clip,min_max,balanced,0.188361408882083,0.191666666666667,0.0357527599651228,0,642045a3-7f1b-4fc8-bb0f-220c44e2358b
grd_indices_only.csv,clip,min_max,posterior,0.407975460122699,0.125,0.00846450631776241,7.18645225440098e-46,6bcb5b7b-e62b-412e-a14d-a557d286a354
grd_indices_only.csv,clip,no_treatment,no_treatment,0.145197319434103,0.391666666666667,0.264128622440243,0,43a8ebf7-e754-4cf1-8aa9-4c64194abfde
grd_indices_only.csv,clip,no_treatment,balanced,0.188361408882083,0.375,0.0858475314906139,0,03549a75-78b6-4f1e-bfd3-cc9896a769e6
grd_indices_only.csv,clip,no_treatment,posterior,0.407975460122699,0.316666666666667,0.0834118468033545,0,e819e917-088c-43f4-8853-6935b49a3bba
grd_indices_only.csv,clip,standard,no_treatment,0.145197319434103,0.4,0.0416254314345635,0,583df620-0621-4f28-b3af-7dac5c1c47c4
grd_indices_only.csv,clip,standard,balanced,0.188361408882083,0.441666666666667,0.0635216988060481,0,e8d9eb87-fe58-46d6-9564-8def2c5f2f41
grd_indices_only.csv,clip,standard,posterior,0.407975460122699,0.25,0.00474933661834576,5.17301859705195e-199,258eb084-7840-49d0-9a4c-d57983b74fad
